query;clicks;conv_rate_fci;fci_conv;fci_ogp;gp_user_fci;gppi_fci;impressions;lci_conv;lci_ogp;search_ctr;search_counts;unique_users
cast;137;0.0;0;0.0;0.0;0.0;1765;1;56.59280014;0.2231;614;520
casinos;41;0.0;0;0.0;0.0;0.0;1147;0;0.0;0.201;204;55
casino hotel;14;0.0;0;0.0;0.0;0.0;505;0;0.0;0.175;80;23
casino;544;0.003;6;231.7681036;0.375029294;0.022073153;10500;8;272.335103035;0.2688;2024;618
cash back;5;0.0;0;0.0;0.0;0.0;775;0;0.0;0.0276;181;15
case cover for phone 14 plus;10;0.0;0;0.0;0.0;0.0;799;0;0.0;0.2778;36;1
cascade;11;0.0;0;0.0;0.0;0.0;594;0;0.0;0.0733;150;91
casa;86;0.093;21;158.577299833;0.938327218;0.209758333;756;21;153.387499571;0.3805;226;169
cas;19;0.003;2;41.810599327;0.06050738;0.02064721;2025;3;68.36219883;0.0242;784;691
carwash;278;0.023;22;154.682599187;0.334810821;0.037147598;4164;23;173.424399495;0.284;979;462
cart;20;0.0;0;0.0;0.0;0.0;465;0;0.0;0.1299;154;116
cars;85;0.002;1;13.371299744;0.067874618;0.004307764;3104;1;13.371299744;0.1521;559;197
carryon luggage;11;0.0;0;0.0;0.0;0.0;382;0;0.0;0.3235;34;5
carry on luggage;43;0.004;1;3.958800077;0.136510347;0.002196892;1802;1;3.958800077;0.1814;237;29
carry on;24;0.038;4;18.900000095;0.484615387;0.025679348;736;4;18.900000095;0.2264;106;39
carribean;18;0.0;0;0.0;0.0;0.0;388;0;0.0;0.24;75;35
carriage ride;23;0.0;0;0.0;0.0;0.0;656;0;0.0;0.1855;124;37
carriage;50;0.007;1;14.920000076;0.219411766;0.024784053;602;1;14.920000076;0.365;137;68
carr;19;0.0;0;0.0;0.0;0.0;510;0;0.0;0.1044;182;160
carpet shampoo;30;0.02;2;67.191902161;2.239730072;0.138254943;486;2;67.191902161;0.303;99;30
carpet cleaning;2169;0.018;96;2529.125100911;1.554471482;0.088794197;28483;86;2238.549198449;0.4026;5388;1627
carpet cleaners;48;0.016;2;58.463102341;1.217981299;0.104772585;558;2;58.463102341;0.384;125;48
carpet cleaner;176;0.011;6;110.609899998;0.502772273;0.031894435;3468;7;118.823899746;0.3104;567;220
carpet clean;124;0.024;9;224.325998843;1.289229878;0.131338407;1708;9;224.325998843;0.3238;383;174
carpet cl;27;0.015;2;18.18999958;0.150330575;0.036673386;496;2;18.18999958;0.2061;131;121
carpet c;24;0.0;0;0.0;0.0;0.0;437;0;0.0;0.2017;119;106
carpet;904;0.021;46;1218.670300484;0.986777571;0.12446842;9791;44;1179.219099998;0.409;2210;1235
carpe;38;0.0;0;0.0;0.0;0.0;492;0;0.0;0.1919;198;182
carp;72;0.011;3;69.395498276;0.308424437;0.088627712;783;2;25.809099197;0.2727;264;225
carowinds;5;0.0;0;0.0;0.0;0.0;704;0;0.0;0.0314;159;90
carnival cruise;95;0.002;1;47.189998627;0.263631277;0.019292722;2446;1;47.189998627;0.213;446;179
carnival;78;0.0;0;0.0;0.0;0.0;1161;0;0.0;0.2069;377;243
carmel;49;0.0;0;0.0;0.0;0.0;672;0;0.0;0.3712;132;48
carlsbad;47;0.0;0;0.0;0.0;0.0;1064;0;0.0;0.2701;174;56
carillon;145;0.038;9;599.653900146;5.878959805;0.690050518;869;10;658.017398834;0.6067;239;102
caribbean;56;0.005;1;7.820799828;0.126141933;0.007541755;1037;1;7.820799828;0.2692;208;62
cargo pants;14;0.0;0;0.0;0.0;0.0;475;0;0.0;0.2917;48;18
cards;133;0.019;6;64.111999989;0.552689655;0.041282679;1553;6;64.111999989;0.429;310;116
cardigan;38;0.02;2;8.569700003;0.357070833;0.009078072;944;3;10.910700083;0.38;100;24
card;19;0.026;4;56.092301369;0.534212394;0.06882491;815;4;56.092301369;0.1242;153;105
carbon peel;33;0.013;1;85.183998108;4.483368321;0.225354492;378;1;85.183998108;0.4286;77;19
carbon laser;56;0.005;1;139.016998291;2.074880572;0.127072211;1094;1;139.016998291;0.28;200;67
carbon facial;36;0.0;0;0.0;0.0;0.0;372;0;0.0;0.6667;54;17
carbon;35;0.009;1;64.556800842;0.884339738;0.145726413;443;2;134.375801086;0.3043;115;73
car wrapping;14;0.0;0;0.0;0.0;0.0;555;0;0.0;0.1228;114;25
car wrap;130;0.0;0;0.0;0.0;0.0;3550;0;0.0;0.2439;533;182
car window tinting;149;0.012;4;184.361997604;1.326345307;0.101297801;1820;3;133.043596268;0.4357;342;139
car window tint;210;0.012;6;141.141097069;0.754765225;0.052782759;2674;6;141.141097069;0.4234;496;187
car window;36;0.009;1;2.812599897;0.034299999;0.005823188;483;1;2.812599897;0.313;115;82
car wax;35;0.006;1;93.950996399;1.648263095;0.084260983;1115;1;93.950996399;0.2023;173;57
car washes;16;0.0;0;0.0;0.0;0.0;484;0;0.0;0.1616;99;37
car wash;2790;0.023;240;1851.908498645;0.49463368;0.03002397;61681;236;1846.799098372;0.2703;10322;3744
car was;66;0.018;9;117.848798633;0.279925887;0.100811633;1169;9;117.848798633;0.1347;490;421
car wa;23;0.013;2;2.183899894;0.016177036;0.005287893;413;2;2.183899894;0.1447;159;135
car w;20;0.0;0;0.0;0.0;0.0;440;0;0.0;0.1053;190;182
car tune up;36;0.0;0;0.0;0.0;0.0;1646;0;0.0;0.1263;285;82
car tires;29;0.0;0;0.0;0.0;0.0;1048;0;0.0;0.1737;167;58
car tints;84;0.012;2;102.792900085;1.903572224;0.140619562;731;1;51.750999451;0.4855;173;54
car tinting;116;0.0;0;0.0;0.0;0.0;1455;0;0.0;0.4567;254;84
car tint;663;0.013;17;620.328301668;1.317045226;0.086493071;7172;17;658.220900059;0.5042;1315;471
car stereo;38;0.0;0;0.0;0.0;0.0;1117;0;0.0;0.2346;162;48
car starter;93;0.012;3;201.057701111;1.861645381;0.133681982;1504;3;201.057701111;0.3605;258;108
car show;56;0.0;0;0.0;0.0;0.0;5640;0;0.0;0.0629;891;383
car services;7;0.0;0;0.0;0.0;0.0;736;0;0.0;0.0753;93;22
car service;104;0.002;1;15.958200455;0.103624678;0.006047063;2639;1;15.958200455;0.2488;418;154
car seat covers;12;0.0;0;0.0;0.0;0.0;767;0;0.0;0.1026;117;22
car seat cover;9;0.013;1;3.10010004;0.17222778;0.004732977;655;1;3.10010004;0.1169;77;18
car seat;4;0.0;0;0.0;0.0;0.0;551;0;0.0;0.04;100;52
car repairs;5;0.0;0;0.0;0.0;0.0;497;0;0.0;0.102;49;9
car repair;81;0.0;0;0.0;0.0;0.0;3054;0;0.0;0.2143;378;102
car rentals;349;0.0;0;0.0;0.0;0.0;5152;0;0.0;0.3554;982;301
car rental;1945;0.001;5;25.921000481;0.01334071;0.000877013;29556;5;25.921000481;0.3389;5739;1943
car renta;39;0.0;0;0.0;0.0;0.0;588;0;0.0;0.1674;233;211
car rent;45;0.0;0;0.0;0.0;0.0;672;0;0.0;0.2036;221;170
car ren;60;0.0;0;0.0;0.0;0.0;592;0;0.0;0.3093;194;178
car re;66;0.0;0;0.0;0.0;0.0;775;0;0.0;0.2268;291;267
car radio;10;0.0;0;0.0;0.0;0.0;612;0;0.0;0.1282;78;31
car racing;75;0.0;0;0.0;0.0;0.0;1427;0;0.0;0.3074;244;79
car parts;10;0.0;0;0.0;0.0;0.0;584;0;0.0;0.1493;67;21
car painting;18;0.0;0;0.0;0.0;0.0;809;0;0.0;0.15;120;38
car paint;66;0.0;0;0.0;0.0;0.0;2831;0;0.0;0.15;440;139
car oil change;26;0.023;3;44.593300819;1.037053507;0.065578384;680;3;44.593300819;0.2;130;43
car oil;29;0.012;1;16.020200729;0.42158423;0.027431851;584;1;16.020200729;0.3452;84;38
car museum;33;0.044;5;42.185499668;1.004416659;0.078999063;534;7;49.854099274;0.287;115;42
car mats;2;0.0;0;0.0;0.0;0.0;466;0;0.0;0.0417;48;17
car maintenance;82;0.021;5;42.464600027;0.732148276;0.024645734;1723;6;45.547300041;0.3374;243;58
car key;19;0.0;0;0.0;0.0;0.0;477;0;0.0;0.2794;68;38
car interior detailing;39;0.0;0;0.0;0.0;0.0;629;0;0.0;0.398;98;32
car interior detail;50;0.012;1;36.152999878;1.004249997;0.05985596;604;1;36.152999878;0.6024;83;36
car interior;32;0.0;0;0.0;0.0;0.0;493;0;0.0;0.3048;105;51
car insurance;19;0.007;1;1.217399955;0.020989654;0.001087936;1119;1;1.217399955;0.1275;149;58
car inspection;107;0.02;8;51.59469986;0.393852671;0.022961593;2247;8;51.59469986;0.2662;402;131
car details;46;0.015;2;100.895397186;2.293077209;0.107449837;939;2;100.895397186;0.3358;137;44
car detailing;1964;0.009;49;1705.87969017;0.904496124;0.052897134;32249;43;1568.754393578;0.3396;5784;1886
car detail;1918;0.011;54;2046.433613539;1.172069653;0.074540454;27454;53;2011.118715048;0.3882;4941;1746
car detai;26;0.006;1;-8.37899971;-0.056234897;-0.020536764;408;0;0.0;0.1635;159;149
car deta;40;0.0;0;0.0;0.0;0.0;668;0;0.0;0.1509;265;248
car det;64;0.003;1;62.576499939;0.199288216;0.055230803;1133;1;62.576499939;0.1689;379;314
car de;109;0.007;3;212.9077034;0.60313797;0.143468803;1484;2;143.047702789;0.2506;435;353
car d;24;0.008;1;32.111999512;0.291927268;0.074853146;429;1;32.111999512;0.192;125;110
car cleaning;92;0.01;3;43.528001785;0.418538479;0.020957151;2077;3;43.528001785;0.3087;298;104
car clean;41;0.0;0;0.0;0.0;0.0;450;0;0.0;0.5467;75;42
car breaks;33;0.0;0;0.0;0.0;0.0;1161;0;0.0;0.1774;186;62
car brakes;52;0.0;0;0.0;0.0;0.0;1065;0;0.0;0.2889;180;69
car battery jumper;0;0.0;0;0.0;0.0;0.0;401;0;0.0;0.0;21;1
car battery;213;0.023;15;149.18089962;0.648612607;0.038369573;3888;15;149.18089962;0.3277;650;230
car audio;37;0.006;1;17.531499863;0.292191664;0.013073453;1341;1;17.531499863;0.2327;159;60
car alignment;133;0.02;9;152.082700491;1.041662332;0.062074572;2450;8;149.000000477;0.2885;461;146
car alarm;32;0.0;0;0.0;0.0;0.0;930;0;0.0;0.16;200;40
car accessories;40;0.0;0;0.0;0.0;0.0;2532;0;0.0;0.1064;376;26
car ac;37;0.01;1;20.090299606;0.393927443;0.037763721;532;1;20.090299606;0.3627;102;51
car;938;0.005;51;680.896697164;0.099706648;0.0191247;35603;51;665.65179503;0.0928;10109;6829
cape may;43;0.008;1;13.368000031;0.310883722;0.015490151;863;1;13.368000031;0.3583;120;43
cape coral;12;0.0;0;0.0;0.0;0.0;693;0;0.0;0.0984;122;33
cape cod;39;0.0;0;0.0;0.0;0.0;1339;0;0.0;0.1733;225;66
cape canaveral;23;0.008;1;8.428700447;0.216120524;0.010875743;775;1;8.428700447;0.1855;124;39
cap;1;0.0;0;0.0;0.0;0.0;712;0;0.0;0.0042;240;213
canyon;28;0.0;0;0.0;0.0;0.0;549;0;0.0;0.2642;106;43
canvasonsale;84;0.012;2;13.296899796;0.309230228;0.013967332;952;2;13.296899796;0.4884;172;43
canvas prints;259;0.025;14;167.040400982;1.057217728;0.048347439;3455;14;167.040400982;0.4642;558;158
canvas print;111;0.035;9;64.127999902;0.604981131;0.049673122;1291;9;64.127999902;0.4336;256;106
canvas photos;23;0.018;1;9.675100327;0.509215807;0.026579946;364;1;9.675100327;0.4107;56;19
canvas on sale;105;0.023;4;45.646700859;0.800819313;0.046817129;975;5;51.253901005;0.6034;174;57
canvas on demand;271;0.026;10;149.549401999;1.116040313;0.06564943;2278;11;158.815501928;0.6913;392;134
canvas;2396;0.039;153;1631.558297396;1.070576311;0.081200333;20093;149;1586.858196259;0.6134;3906;1524
canva;97;0.028;12;111.027000427;0.438841899;0.054720059;2029;12;111.027000427;0.2293;423;253
canv;59;0.005;1;9.449999809;0.057975459;0.015671641;603;1;9.449999809;0.3207;184;163
canton;11;0.0;0;0.0;0.0;0.0;505;0;0.0;0.1009;109;34
canon;18;0.0;0;0.0;0.0;0.0;558;0;0.0;0.1538;117;49
cannon camera;3;0.0;0;0.0;0.0;0.0;405;0;0.0;0.028;107;1
cannabis;120;0.012;6;86.951099873;0.51450355;0.035446841;2453;7;89.749799967;0.2469;486;169
canna;30;0.0;0;0.0;0.0;0.0;454;0;0.0;0.2419;124;85
canes;0;0.0;0;0.0;0.0;0.0;449;0;0.0;0.0;106;70
candy;89;0.012;7;54.774001122;0.279459189;0.016369994;3346;8;60.744000912;0.1545;576;196
candles;42;0.008;2;26.516400814;0.257440785;0.020118665;1318;2;26.516400814;0.1647;255;103
candlelight concert;5;0.0;0;0.0;0.0;0.0;756;0;0.0;0.0382;131;62
candlelight;6;0.0;0;0.0;0.0;0.0;497;0;0.0;0.0241;249;191
candle making class;179;0.003;2;16.407400131;0.080036098;0.003684572;4453;2;16.407400131;0.2594;690;205
candle making;904;0.004;16;336.636005402;0.278441692;0.014882886;22619;15;320.950904846;0.2266;3989;1209
candle light;2;0.0;0;0.0;0.0;0.0;423;0;0.0;0.02;100;61
candle class;39;0.006;1;2.218800068;0.054117075;0.001742969;1273;1;2.218800068;0.2191;178;41
candle;479;0.005;10;165.013600349;0.142253104;0.020324375;8119;12;198.633699417;0.2377;2015;1160
candl;31;0.004;1;8.41119957;0.03967547;0.016396101;513;1;8.41119957;0.1348;230;212
candelwood suites;0;0.0;0;0.0;0.0;0.0;720;0;0.0;0.0;42;1
candeeland;167;0.137;36;238.865099669;1.334441898;0.409015582;584;37;245.301499605;0.635;263;179
candee;135;0.2;35;257.586700797;1.740450681;0.64236085;401;35;257.586700797;0.7714;175;148
cand;35;0.0;0;0.0;0.0;0.0;1315;0;0.0;0.0663;528;462
cancun resort;91;0.0;0;0.0;0.0;0.0;1872;0;0.0;0.3487;261;105
cancun mexico;92;0.0;0;0.0;0.0;0.0;2195;0;0.0;0.3695;249;88
cancun all inclusive;74;0.0;0;0.0;0.0;0.0;1776;0;0.0;0.2681;276;47
cancun;771;0.001;2;94.080497742;0.138150511;0.005470114;17199;2;94.080497742;0.2709;2846;681
canada;16;0.0;0;0.0;0.0;0.0;1007;0;0.0;0.0773;207;107
canabis;13;0.0;0;0.0;0.0;0.0;383;0;0.0;0.2063;63;19
can;50;0.003;5;31.082800388;0.021231421;0.00721346;4309;5;31.082800388;0.0294;1701;1464
camping;127;0.0;0;0.0;0.0;0.0;9496;0;0.0;0.0884;1436;255
campgaw;1;0.0;0;0.0;0.0;0.0;362;0;0.0;0.01;100;57
camp;13;0.0;0;0.0;0.0;0.0;1847;0;0.0;0.0408;319;166
cameras;17;0.008;1;0.841600001;0.02902069;0.000688144;1223;1;0.841600001;0.1298;131;29
camera;49;0.0;0;0.0;0.0;0.0;4676;0;0.0;0.0819;598;138
camelback resort;37;0.0;0;0.0;0.0;0.0;508;0;0.0;0.3491;106;43
camelback;883;0.005;9;477.990796089;0.480876052;0.091184814;5242;10;512.789196968;0.5332;1656;994
camel back;3;0.0;0;0.0;0.0;0.0;752;0;0.0;0.0155;193;100
camel;275;0.0;0;0.0;0.0;0.0;2930;2;81.615200043;0.3069;896;757
came;82;0.0;0;0.0;0.0;0.0;762;1;137.087997437;0.2908;282;260
camden aquarium;7;0.0;0;0.0;0.0;0.0;768;0;0.0;0.0538;130;53
cambria;58;0.0;0;0.0;0.0;0.0;626;0;0.0;0.5859;99;39
cam;127;0.001;1;43.808799744;0.069317721;0.020596521;2127;1;43.808799744;0.1786;711;632
calvin klein;5;0.017;1;6.400800228;0.213360008;0.015611708;410;1;6.400800228;0.0833;60;30
callaway gardens;4;0.0;0;0.0;0.0;0.0;416;0;0.0;0.0645;62;20
california;35;0.0;0;0.0;0.0;0.0;1641;0;0.0;0.0936;374;189
calif king quilts;7;0.0;0;0.0;0.0;0.0;484;0;0.0;0.14;50;1
cali;9;0.013;2;5.888400078;0.041177623;0.012998676;453;1;2.944200039;0.0566;159;143
calendars;23;0.077;5;34.602099895;1.193175858;0.091539947;378;6;37.615700006;0.3538;65;29
calendar;90;0.035;9;49.434399843;0.383212402;0.031188896;1585;10;53.787800074;0.3462;260;129
cal;16;0.002;1;4.513100147;0.011254614;0.003705337;1218;1;4.513100147;0.0361;443;401
cakes;25;0.0;0;0.0;0.0;0.0;1064;0;0.0;0.142;176;66
cake decorating class;25;0.0;0;0.0;0.0;0.0;830;0;0.0;0.1984;126;35
cake decorating;89;0.005;2;5.58039999;0.041032353;0.002581129;2162;2;5.58039999;0.2104;423;136
cake;105;0.004;3;16.929599285;0.055145275;0.004368929;3875;3;16.929599285;0.1431;734;307
cafe;61;0.0;0;0.0;0.0;0.0;957;0;0.0;0.3065;199;91
cad;0;0.0;0;0.0;0.0;0.0;389;0;0.0;0.0;104;64
cabo san lucas;50;0.0;0;0.0;0.0;0.0;1424;0;0.0;0.2137;234;48
cabo;197;0.004;2;527.572814941;2.851744946;0.18185895;2901;2;527.572814941;0.3432;574;185
cabins;148;0.0;0;0.0;0.0;0.0;4464;0;0.0;0.151;980;280
cabinet kitchen;3;0.0;0;0.0;0.0;0.0;503;0;0.0;0.1304;23;1
cabinet;24;0.0;0;0.0;0.0;0.0;991;0;0.0;0.1752;137;27
cabin;358;0.001;1;37.32849884;0.064138314;0.004614153;8090;1;37.32849884;0.2206;1623;582
cabana;28;0.0;0;0.0;0.0;0.0;617;0;0.0;0.2105;133;56
cab;13;0.0;0;0.0;0.0;0.0;849;0;0.0;0.0425;306;263
ca;36;0.0;0;0.0;0.0;0.0;15385;0;0.0;0.0052;6990;6159
c02 laser;170;0.003;1;62.983898163;0.567422506;0.034606537;1820;1;62.983898163;0.4802;354;111
c02;23;0.0;0;0.0;0.0;0.0;751;0;0.0;0.1004;229;137
c;1032;0.003;74;503.691501617;0.023937435;0.018967859;26555;85;561.619503021;0.0433;23808;21042
by;19;0.015;2;27.504000664;0.21828572;0.066434784;414;2;27.504000664;0.1387;137;126
bwi parking;59;0.034;4;10.31460005;0.219459576;0.015487387;666;4;10.31460005;0.5;118;47
butterfly world;8;0.0;0;0.0;0.0;0.0;1093;0;0.0;0.0457;175;63
butterfly wonderland;2;0.0;0;0.0;0.0;0.0;1130;0;0.0;0.0092;217;94
butterfly;23;0.002;1;5.074999809;0.019670542;0.002758152;1840;2;10.191999912;0.0525;438;258
butter;1;0.0;0;0.0;0.0;0.0;589;0;0.0;0.0051;197;178
butt shots;24;0.0;0;0.0;0.0;0.0;516;0;0.0;0.3333;72;22
butt sculpting;24;0.0;0;0.0;0.0;0.0;394;0;0.0;0.2264;106;16
butt plugs;11;0.022;1;4.829599857;0.536622206;0.011231628;430;1;4.829599857;0.2444;45;9
butt plug;56;0.019;4;13.106800079;0.304809304;0.0097739;1341;3;9.428200006;0.2705;207;43
butt lift;536;0.012;12;615.245505333;2.064582233;0.099425583;6188;13;685.212203026;0.5149;1041;298
butt injections;48;0.0;0;0.0;0.0;0.0;830;0;0.0;0.3117;154;44
butt injection;25;0.0;0;0.0;0.0;0.0;368;0;0.0;0.431;58;19
butt filler;66;0.0;0;0.0;0.0;0.0;753;0;0.0;0.5946;111;33
butt cupping;100;0.0;0;0.0;0.0;0.0;936;0;0.0;0.6135;163;50
butt;480;0.004;5;204.676600456;0.383289514;0.037045539;5525;6;265.314398766;0.3944;1217;534
butcher box;124;0.065;10;122.178600311;1.12090459;0.259402548;471;16;218.279399872;0.8052;154;109
butcher;47;0.03;5;71.901800156;0.517279138;0.12375525;581;7;96.504600525;0.2848;165;139
but;25;0.0;0;0.0;0.0;0.0;635;0;0.0;0.1064;235;208
business class;15;0.0;0;0.0;0.0;0.0;463;0;0.0;0.3191;47;5
business cards;57;0.0;0;0.0;0.0;0.0;1819;0;0.0;0.2468;231;82
business;26;0.0;0;0.0;0.0;0.0;1008;0;0.0;0.1529;170;87
bush gardens;161;0.012;5;68.902599812;0.341101979;0.031107269;2215;5;68.902599812;0.3718;433;202
bush garden;58;0.019;4;61.176298618;0.593944647;0.069597609;879;4;61.176298618;0.2749;211;103
bush;33;0.0;0;0.0;0.0;0.0;1136;1;13.780200005;0.0914;361;296
busch gardens;350;0.013;10;140.166398764;0.309418099;0.038328247;3657;10;116.489398956;0.4453;786;453
busch garden;83;0.006;1;17.744400024;0.161312727;0.024076526;737;1;17.744400024;0.5092;163;110
busch;538;0.017;15;171.935101032;0.262096191;0.065077631;2642;16;198.499500751;0.622;865;656
bus tours;70;0.0;0;0.0;0.0;0.0;1572;0;0.0;0.2652;264;46
bus tour;207;0.008;5;94.573999405;0.531314603;0.027815882;3400;4;83.1439991;0.3416;606;178
bus;242;0.007;9;238.457600594;0.28489558;0.045153872;5281;7;166.510800362;0.1813;1335;837
burn boot camp;7;0.0;0;0.0;0.0;0.0;371;0;0.0;0.0946;74;27
burlesque;122;0.006;2;21.337900162;0.132533541;0.018037109;1183;2;21.337900162;0.3813;320;161
burke williams;3;0.0;0;0.0;0.0;0.0;484;0;0.0;0.0268;112;51
burgers;41;0.012;2;17.762700081;0.240036488;0.022860618;777;2;17.762700081;0.2485;165;74
burger king;3;0.0;0;0.0;0.0;0.0;454;0;0.0;0.0244;123;57
burger;56;0.016;5;35.950699091;0.234971889;0.029613426;1214;7;45.393999338;0.1842;304;153
burberry perfume;17;0.0;0;0.0;0.0;0.0;534;0;0.0;0.3778;45;12
burberry her;38;0.01;2;21.436799526;0.396977769;0.016527987;1297;2;21.436799526;0.181;210;54
burberry brit;24;0.069;6;39.784899712;1.420889275;0.068832006;578;6;39.784899712;0.2759;87;28
burberry;110;0.012;7;57.537300587;0.2627274;0.015145381;3799;7;57.537300587;0.1877;586;219
bur;21;0.005;2;15.996800423;0.049679504;0.01439856;1111;1;7.998400211;0.0554;379;322
bungee jumping;19;0.0;0;0.0;0.0;0.0;778;0;0.0;0.2065;92;46
bungee fitness;32;0.0;0;0.0;0.0;0.0;1032;0;0.0;0.1667;192;57
bungee class;7;0.0;0;0.0;0.0;0.0;458;0;0.0;0.1077;65;13
bungee;11;0.015;2;81.046897888;0.84423852;0.17812505;455;2;81.046897888;0.0797;138;96
bumper cars;10;0.0;0;0.0;0.0;0.0;631;0;0.0;0.0943;106;39
bully sticks;18;0.0;0;0.0;0.0;0.0;456;0;0.0;0.3462;52;15
bullwinkles family fun center;32;0.0;0;0.0;0.0;0.0;1267;0;0.0;0.2105;152;92
bulls tickets;2;0.0;0;0.0;0.0;0.0;405;0;0.0;0.0294;68;33
bulls game;1;0.0;0;0.0;0.0;0.0;360;0;0.0;0.0156;64;28
bulls;1;0.0;0;0.0;0.0;0.0;453;0;0.0;0.0092;109;74
bull;7;0.003;1;6.492199898;0.021785906;0.006833895;950;1;6.492199898;0.0205;342;298
bulbs;10;0.026;1;5.601900101;0.56019001;0.014146212;396;1;5.601900101;0.2632;38;10
builder gel;78;0.0;0;0.0;0.0;0.0;663;0;0.0;0.8478;92;33
build a bear;49;0.0;0;0.0;0.0;0.0;3947;0;0.0;0.0737;665;286
buffets;11;0.0;0;0.0;0.0;0.0;1064;0;0.0;0.0489;225;74
buffet restaurant;12;0.0;0;0.0;0.0;0.0;515;0;0.0;0.2182;55;12
buffet;176;0.002;3;25.052899599;0.034844088;0.002508551;9987;2;12.017299891;0.0939;1875;719
buffalo wild wings;20;0.003;1;1.950000048;0.012580645;0.00112782;1729;1;1.950000048;0.0585;342;155
buffalo wild;4;0.0;0;0.0;0.0;0.0;399;0;0.0;0.031;129;106
buffalo bills;7;0.0;0;0.0;0.0;0.0;538;0;0.0;0.0933;75;17
buffalo;16;0.003;1;81.668701172;0.338874279;0.045676007;1788;1;81.668701172;0.0437;366;241
buff;3;0.0;0;0.0;0.0;0.0;595;0;0.0;0.012;251;227
budget;158;0.0;0;0.0;0.0;0.0;1204;0;0.0;0.5467;289;143
buccal massage;142;0.002;1;19.211900711;0.141263976;0.007889898;2435;1;19.211900711;0.2874;494;136
buccal facial;17;0.0;0;0.0;0.0;0.0;594;0;0.0;0.1382;123;30
buccal;89;0.014;4;104.315299988;0.714488356;0.097582133;1069;3;69.932800293;0.3048;292;146
bubble tea;12;0.01;1;3.737699986;0.116803125;0.00834308;448;1;3.737699986;0.125;96;32
bubble planet;10;0.0;0;0.0;0.0;0.0;1090;0;0.0;0.0427;234;111
bubble;65;0.021;6;93.236400843;0.443982861;0.095922223;972;7;111.857801676;0.2265;287;210
bu;118;0.001;2;10.827499866;0.006204871;0.001915355;5653;5;47.069199562;0.0597;1978;1745
brush;8;0.015;1;1.820199966;0.047899999;0.004165217;437;1;1.820199966;0.1212;66;38
brunch cruise;99;0.009;2;99.650600433;1.403529584;0.075435731;1321;1;54.18460083;0.4381;226;71
brunch;650;0.006;11;281.476298332;0.375301731;0.028997249;9707;9;165.789896965;0.3519;1847;750
bru;8;0.0;0;0.0;0.0;0.0;362;0;0.0;0.063;127;116
brows;541;0.007;13;634.810694695;1.202292982;0.059305932;10704;12;621.236894608;0.3017;1793;528
brow wax;40;0.0;0;0.0;0.0;0.0;574;0;0.0;0.339;118;39
brow tinting;37;0.032;3;36.964799404;1.087199982;0.059524637;621;3;36.964799404;0.3936;94;34
brow tint;197;0.02;9;63.752601385;0.436661653;0.027314739;2334;9;63.752601385;0.4388;449;146
brow threading;30;0.026;2;7.836499929;0.261216664;0.016224638;483;2;7.836499929;0.3947;76;30
brow microblading;26;0.0;0;0.0;0.0;0.0;387;0;0.0;0.3377;77;14
brow lift;30;0.0;0;0.0;0.0;0.0;959;0;0.0;0.2;150;52
brow lamination with tint;20;0.0;0;0.0;0.0;0.0;383;0;0.0;0.2597;77;19
brow lamination near me;2;0.0;0;0.0;0.0;0.0;391;0;0.0;0.0233;86;19
brow lamination and tint;25;0.0;0;0.0;0.0;0.0;433;0;0.0;0.3968;63;21
brow lamination;849;0.013;28;513.816303253;0.827401455;0.041111882;12498;27;495.222803116;0.3925;2163;621
brow lam;44;0.009;1;28.326499939;0.311280219;0.060141189;471;1;28.326499939;0.3894;113;91
brow correction;6;0.0;0;0.0;0.0;0.0;520;0;0.0;0.1132;53;2
brow;458;0.003;6;424.111092091;0.420328139;0.047423805;8943;7;516.093094349;0.228;2009;1009
brooklyn nets;6;0.0;0;0.0;0.0;0.0;417;0;0.0;0.0968;62;33
brooklyn;91;0.002;1;12.137399673;0.058634781;0.003129002;3879;1;12.137399673;0.1456;625;207
bronx zoo;39;0.0;0;0.0;0.0;0.0;438;0;0.0;0.4432;88;44
bronx;22;0.01;2;35.291999817;0.551437497;0.033357278;1058;2;35.291999817;0.1043;211;64
broken bow;7;0.0;0;0.0;0.0;0.0;446;0;0.0;0.0909;77;31
broadway tickets;17;0.0;0;0.0;0.0;0.0;869;0;0.0;0.1545;110;35
broadway shows;53;0.002;1;3.568300009;0.037169792;0.001049191;3401;1;3.568300009;0.1056;502;96
broadway show;67;0.002;1;22.540000916;0.15333334;0.006365434;3541;1;22.540000916;0.1269;528;147
broadway;199;0.002;3;59.801500797;0.07847966;0.00510862;11706;4;80.875999928;0.1022;1948;762
broad;2;0.0;0;0.0;0.0;0.0;701;0;0.0;0.0081;246;234
bro;5;0.001;1;8.074399948;0.012441294;0.00403922;1999;1;8.074399948;0.0066;755;649
brit floyd;34;0.01;1;7.562300205;0.328795661;0.019744909;383;1;7.562300205;0.3366;101;23
brio;236;0.097;30;67.134399578;0.322761536;0.164142786;409;34;72.114499584;0.7588;311;208
