query,location_canonical,kind,state,lat,lon,population,confidence
idaho falls escape room,Idaho Falls,city,ID,43.46658,-112.03414,59184,0.95
utah springdale,Springdale,city,AR,36.18674,-94.12881,77859,0.95
sugar factory dallas,Dallas,city,GA,33.92371,-84.84077,12870,0.95
branson strip,Branson,city,MO,36.64367,-93.21851,11431,0.95
sony camara,,,,,,0,0.0
tres beauty,,,,,,0,0.0
los angeles daily passes,Los Angeles,city,CA,34.05223,-118.24368,3820914,0.95
science museum membership oklahoma,Oklahoma,state,OK,,,0,0.93
oklahoma city scavenger hunt,Oklahoma City,city,OK,35.46756,-97.51643,681054,0.95
spa day oklahoma city,Oklahoma City,city,OK,35.46756,-97.51643,681054,0.95
petra oklahoma city,Oklahoma City,city,OK,35.46756,-97.51643,681054,0.95
oklahoma history center oklahoma city ok,Oklahoma City,city,OK,35.46756,-97.51643,681054,0.95
benton arkansas,Benton,city,AR,34.56454,-92.58683,34177,0.95
oklahoma coty zoo,Oklahoma,state,OK,,,0,0.93
ez gel oklahoma,Oklahoma,state,OK,,,0,0.93
omni oklahoma city spa,Oklahoma City,city,OK,35.46756,-97.51643,681054,0.95
long beach to catalina island ferry,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
world springs promo code dallas tx,Dallas,city,GA,33.92371,-84.84077,12870,0.95
dallas  tx,Dallas,city,GA,33.92371,-84.84077,12870,0.95
slat lake city connect,Lake City,city,FL,30.18968,-82.63929,12161,0.95
nt5600/62,,,,,,0,0.0
hotel in oklahoma,Oklahoma,state,OK,,,0,0.93
jurassic quest omaha,Omaha,city,NE,41.25626,-95.94043,486051,0.95
zoo omaha nebraska,Omaha,city,NE,41.25626,-95.94043,486051,0.95
las vegas eiffel tower,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
omaha children's museum,Omaha,city,NE,41.25626,-95.94043,486051,0.95
"vent cleaning omaha, ne",Omaha,city,NE,41.25626,-95.94043,486051,0.95
chicago bout tours,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
acrylic nails omaha,Omaha,city,NE,41.25626,-95.94043,486051,0.95
long beach aqualuum,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
newport california,Newport,city,KY,39.09145,-84.49578,15354,0.95
boat tour newport beach,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
newport landing harbor tours new port beach ca,Newport,city,KY,39.09145,-84.49578,15354,0.95
greece santorini,Greece,city,NY,43.20978,-77.69306,14519,0.95
new mexico albuquerque,Albuquerque,city,NM,35.08449,-106.65114,564559,0.95
crouise from long beach,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
"disneyland, california",California,city,MD,38.3004,-76.50745,11857,0.95
south of france tours,,,,,,0,0.0
huntington park,Huntington Park,city,CA,33.98168,-118.22507,59430,0.95
glen ivy spa california,California,city,MD,38.3004,-76.50745,11857,0.95
las vegas the earth at the shere,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
las vegas the sphere show,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
hotels in laguna beach,Laguna Beach,city,CA,33.54225,-117.78311,23365,0.95
beverly hills plastic,Beverly Hills,city,MI,42.52392,-83.22326,10267,0.95
scy900/91,,,,,,0,0.0
long beach grand pro,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
the newport beach international boat show,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
bls los angeles,Los Angeles,city,CA,34.05223,-118.24368,3820914,0.95
head spa nirvana,Spartanburg,city,SC,34.94957,-81.93205,37867,0.9
huntington beach kids playgrounds,Huntington Beach,city,CA,33.6603,-117.99923,201899,0.95
la princesa medisp,,,,,,0,0.0
california permit online class,California,city,MD,38.3004,-76.50745,11857,0.95
hotel paris frence,Paris,city,TN,36.302,-88.32671,10150,0.95
palo santos,,,,,,0,0.0
cristela,,,,,,0,0.0
thai massage in orange county,Orange,city,TX,30.09299,-93.73655,19347,0.95
hotels in scottsdale az,Scottsdale,city,AZ,33.50921,-111.89903,236839,0.95
fullerton fitness classes,Fullerton,city,PA,40.63176,-75.47324,14925,0.95
benihana.,,,,,,0,0.0
long beach pacific aquarium,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
spa del rio,Del Rio,city,TX,29.36273,-100.89676,36153,0.95
whale watch newport beach,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
black angus in santa ana,Santa Ana,city,CA,33.74557,-117.86783,310227,0.95
the long beach aquarium,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
8 days of costa rica,,,,,,0,0.0
hotel rooms santa barbara,Santa Barbara,city,CA,34.42083,-119.69819,91842,0.95
huntington beach massage,Huntington Beach,city,CA,33.6603,-117.99923,201899,0.95
orange county fairgrounds,Orange,city,TX,30.09299,-93.73655,19347,0.95
huntington beach boat rentals,Huntington Beach,city,CA,33.6603,-117.99923,201899,0.95
neeport beach brunch,,,,,,0,0.0
las vegas hotel with no resort fees,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
china fusion,,,,,,0,0.0
miramar beach florida,Miramar,city,FL,25.98731,-80.23227,137132,0.95
facials huntington beach,Huntington Beach,city,CA,33.6603,-117.99923,201899,0.95
huntington beach hair styles,Huntington Beach,city,CA,33.6603,-117.99923,201899,0.95
city pass for chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago ny play,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
baja mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
newport harbor boat,Newport,city,KY,39.09145,-84.49578,15354,0.95
tolangtongo,,,,,,0,0.0
"oregon dunes ,atv",Oregon,city,OH,41.64366,-83.48688,20102,0.95
little france bakery,,,,,,0,0.0
hotel in costa mesa,Mesa,city,AZ,33.42227,-111.82264,471825,0.95
newbort duffy,,,,,,0,0.0
"duffy boat rental, newport beach, ca",Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
newport beach duffy boats,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
long beach to catalina,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
hotel deals california,California,city,MD,38.3004,-76.50745,11857,0.95
long beach catalina,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
ipl in la habra,La Habra,city,CA,33.93196,-117.94617,62131,0.95
newport beach marriot hotel with bayview,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
water park southern california,California,city,MD,38.3004,-76.50745,11857,0.95
boat  long beach,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
karoakee,,,,,,0,0.0
stay in orange county,Orange,city,TX,30.09299,-93.73655,19347,0.95
bachannal buffet las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
catalina ferry roundtrip from long beach,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
boat newport beach,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
car rental chino hills?,Chino Hills,city,CA,33.9938,-117.75888,78309,0.95
los angeles date activities,Los Angeles,city,CA,34.05223,-118.24368,3820914,0.95
orange county premier brunch cruise from newport beach,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
prp in orange county,Orange,city,TX,30.09299,-93.73655,19347,0.95
unique experience orange county california,Orange,city,TX,30.09299,-93.73655,19347,0.95
head spa orange county california,Orange,city,TX,30.09299,-93.73655,19347,0.95
manhattan beach e bikes,Manhattan Beach,city,CA,33.88474,-118.41091,35818,0.95
skyzone santa ana,Santa Ana,city,CA,33.74557,-117.86783,310227,0.95
"massages in huntington beach, ca",Huntington Beach,city,CA,33.6603,-117.99923,201899,0.95
"mosaic class in long beach, ca",Long Beach,city,MS,30.35048,-89.15282,15555,0.95
newport boat show,Newport,city,KY,39.09145,-84.49578,15354,0.95
la fair flex pomona parking,Pomona,city,CA,34.05529,-117.75228,153266,0.95
merlet med spa in west covina,West Covina,city,CA,34.06862,-117.93895,108484,0.95
zoom teeth whitening north orange county,Orange,city,TX,30.09299,-93.73655,19347,0.95
newport beach cigar wine,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
boat rides in long beach,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
hair removal in orange county,Orange,city,TX,30.09299,-93.73655,19347,0.95
ostioneria la bahia,,,,,,0,0.0
christmas parade boat in newport beach,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
pilate classes in fullerton or garden grove,Garden Grove,city,CA,33.77391,-117.94145,175393,0.95
knotts scary,,,,,,0,0.0
europa village winery,,,,,,0,0.0
yogasux,,,,,,0,0.0
san francisco food,San Francisco,city,CA,37.77493,-122.41942,827526,0.95
newport beach jazz festival,Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
8 people to long beach airport,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
las vegas salsa congress,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
hollywood w,Hollywood,city,FL,26.0112,-80.14949,149728,0.95
beverly hills plastic surgeons,Beverly Hills,city,MI,42.52392,-83.22326,10267,0.95
hilton village,,,,,,0,0.0
aquarium  of the pacific,,,,,,0,0.0
terrana resort,,,,,,0,0.0
"oex, sunset beach, ca",Sunset,city,FL,25.70594,-80.35228,16389,0.95
"3424 via oporto #101, newport beach, ca 92663",Newport Beach,city,CA,33.61891,-117.92895,87127,0.95
kansas city steaks,Kansas City,city,KS,39.11417,-94.62746,152933,0.95
huntington harbor boat rentals,Huntington,city,VA,38.79234,-77.07081,11267,0.95
hollywood ferrari rides,Hollywood,city,FL,26.0112,-80.14949,149728,0.95
groupo noche concert,,,,,,0,0.0
catslina island,,,,,,0,0.0
zolaso,,,,,,0,0.0
orlando solar bears,Orlando,city,FL,28.53834,-81.37924,334854,0.95
"wilmington, de",Wilmington,city,DE,39.74595,-75.54659,70898,0.95
hotels in savannah georgia,Georgia,state,GA,,,0,0.93
"restaurants in orlando, fl",Orlando,city,FL,28.53834,-81.37924,334854,0.95
things to do in orlando tomorrow,Orlando,city,FL,28.53834,-81.37924,334854,0.95
miami dade youth fair,Miami,city,FL,25.77427,-80.19366,487014,0.95
28-hour florida real estate reactivation online co,Florida,state,FL,,,0,0.93
things to do orlando cheap,Orlando,city,FL,28.53834,-81.37924,334854,0.95
highlights lake mary florida,Lake Mary,city,FL,28.75888,-81.31784,16021,0.95
medical marihuana license,,,,,,0,0.0
glass bottom kyyak,,,,,,0,0.0
orlando pirates dinner,Orlando,city,FL,28.53834,-81.37924,334854,0.95
fun things orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
miami to bdl,Miami,city,FL,25.77427,-80.19366,487014,0.95
breaker spa west palm beach,West Palm Beach,city,FL,26.71534,-80.05337,120932,0.95
sea atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
chemical peel orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
car rentals in orlando florida,Orlando,city,FL,28.53834,-81.37924,334854,0.95
satellite beach fl,Satellite Beach,city,FL,28.17612,-80.59005,10633,0.95
disney park tickeys,,,,,,0,0.0
boston food,Boston,city,MA,42.35843,-71.05977,653833,0.95
waldorf astoria orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
mexico water park,Mexico,city,MO,39.16976,-91.88295,11660,0.95
skyzone party orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
john pass madeira beach,,,,,,0,0.0
seaworld orlando annual pass,Orlando,city,FL,28.53834,-81.37924,334854,0.95
coupons for orlando parks,Orlando,city,FL,28.53834,-81.37924,334854,0.95
lymphatic massage orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
car service in orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
ripley museum,,,,,,0,0.0
europe  tours,,,,,,0,0.0
all inclusive resort in dominican republic,Republic,city,MO,37.12005,-93.48019,16005,0.95
"polynesian fire luau in orlando, fl",Orlando,city,FL,28.53834,-81.37924,334854,0.95
limp bizkit orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
orlando cheapest parks,Orlando,city,FL,28.53834,-81.37924,334854,0.95
magic mirror maze san francisco,San Francisco,city,CA,37.77493,-122.41942,827526,0.95
universal orlando -resort,Orlando,city,FL,28.53834,-81.37924,334854,0.95
polynesian dinner show orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
west palm beach foreigner,West Palm Beach,city,FL,26.71534,-80.05337,120932,0.95
botanical gardens sarasota,Sarasota,city,FL,27.33643,-82.53065,55118,0.95
vacation in georgia,Georgia,state,GA,,,0,0.93
sea life aquarium orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
resorts hotels in orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
the escape room orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
orlando bars,Orlando,city,FL,28.53834,-81.37924,334854,0.95
mount dora fl,Mount Dora,city,FL,28.80249,-81.64452,13519,0.95
millenia,,,,,,0,0.0
wyndham gift card,Windham,city,NH,42.80064,-71.30423,13091,0.9
unversal studios orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
los roques venezuela,,,,,,0,0.0
houses for rent orlando fl,Orlando,city,FL,28.53834,-81.37924,334854,0.95
concerts in orlando florida,Orlando,city,FL,28.53834,-81.37924,334854,0.95
hotels in orlando universal,Orlando,city,FL,28.53834,-81.37924,334854,0.95
michelle's pizza mccormick south carolina,South Carolina,state,SC,,,0,0.93
disney world wild kingdom’s tickets,,,,,,0,0.0
orlando eye icon park,Orlando,city,FL,28.53834,-81.37924,334854,0.95
kingdom stroller,,,,,,0,0.0
pine dental orlando fl,Orlando,city,FL,28.53834,-81.37924,334854,0.95
jetski rental clearwater florida,Clearwater,city,FL,27.96585,-82.8001,117292,0.95
couple massages in orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
seville spain,,,,,,0,0.0
pet friendly orlando florida,Orlando,city,FL,28.53834,-81.37924,334854,0.95
spa margaritaville orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
wild florida drive-thru safari and gato,Florida,state,FL,,,0,0.93
cici's,,,,,,0,0.0
mount dora pedicure,Mount Dora,city,FL,28.80249,-81.64452,13519,0.95
spa packages orlando fl,Orlando,city,FL,28.53834,-81.37924,334854,0.95
crayola experience orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
"spider veins removal orlando,fl",Orlando,city,FL,28.53834,-81.37924,334854,0.95
"martial arts in orlando, fl 32809",Orlando,city,FL,28.53834,-81.37924,334854,0.95
universal orlando studios,Orlando,city,FL,28.53834,-81.37924,334854,0.95
sarasota lido beach,Sarasota,city,FL,27.33643,-82.53065,55118,0.95
la grange georgia,La Grange,city,IL,41.80503,-87.86923,15723,0.95
orlando funk feat 2024,Orlando,city,FL,28.53834,-81.37924,334854,0.95
party boat rental orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
hotels in st. pete beach fl,,,,,,0,0.0
amusment in orlando fl,Orlando,city,FL,28.53834,-81.37924,334854,0.95
palm beach county zoo,,,,,,0,0.0
orlando city fc,Orlando,city,FL,28.53834,-81.37924,334854,0.95
hotels in orlando fl,Orlando,city,FL,28.53834,-81.37924,334854,0.95
vacation deals in new york,York,city,PA,39.9626,-76.72774,43992,0.95
south miami restaurant,Miami,city,FL,25.77427,-80.19366,487014,0.95
atv kissimee florida,Florida,state,FL,,,0,0.93
tallahassee zombie,Tallahassee,city,FL,30.43826,-84.28073,201731,0.95
best western orlando east,Orlando,city,FL,28.53834,-81.37924,334854,0.95
florida notary classes,Florida,state,FL,,,0,0.93
orlando  airport paking,Orlando,city,FL,28.53834,-81.37924,334854,0.95
7d movie ride orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
motor bikes orlando fl,Orlando,city,FL,28.53834,-81.37924,334854,0.95
orlando zoo,Orlando,city,FL,28.53834,-81.37924,334854,0.95
mount dora med spa,Mount Dora,city,FL,28.80249,-81.64452,13519,0.95
springs florida,Florida,state,FL,,,0,0.93
axvengers orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
orlando classic car,Orlando,city,FL,28.53834,-81.37924,334854,0.95
middlebury vt,,,,,,0,0.0
paintball orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
"9299 universal blvd, orlando, fl 32819",Orlando,city,FL,28.53834,-81.37924,334854,0.95
daytona beach spa,Daytona Beach,city,FL,29.21081,-81.02283,72647,0.95
near disney orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
xcarat mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
la-z-boy,,,,,,0,0.0
neptune beach resturants,,,,,,0,0.0
orlando magic  game,Orlando,city,FL,28.53834,-81.37924,334854,0.95
movie orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
manatee beach,,,,,,0,0.0
hotel spa days orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
dinner shows orlando florida april 2025,Orlando,city,FL,28.53834,-81.37924,334854,0.95
facial and massage in orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
helicopter ride boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
orlando movies,Orlando,city,FL,28.53834,-81.37924,334854,0.95
tutoria matematica,,,,,,0,0.0
orlando water resorts,Orlando,city,FL,28.53834,-81.37924,334854,0.95
acuarios orlando florida,Orlando,city,FL,28.53834,-81.37924,334854,0.95
aris spa,Spartanburg,city,SC,34.94957,-81.93205,37867,0.9
jet skii orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
"sabastian, florida",Florida,state,FL,,,0,0.93
hawaii fluid art orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
water park orlando florida gatorland,Orlando,city,FL,28.53834,-81.37924,334854,0.95
miami jetskis,Miami,city,FL,25.77427,-80.19366,487014,0.95
club pilates oviedo,Oviedo,city,FL,28.67,-81.20812,38551,0.95
the canyons zipline tour orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
animal park orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
hollywood studios disneywotld,Hollywood,city,FL,26.0112,-80.14949,149728,0.95
florida dysneyland,Florida,state,FL,,,0,0.93
palm beach fl sightseeing tour,,,,,,0,0.0
central air of florida,Central,city,LA,30.55435,-91.03677,28295,0.95
orlando watersports complex,Orlando,city,FL,28.53834,-81.37924,334854,0.95
weekend getaway beach,,,,,,0,0.0
svient center orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
med spa orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
akuatica,,,,,,0,0.0
airboat wild florida,Florida,state,FL,,,0,0.93
la finess gym,,,,,,0,0.0
ulterapy palm beach county fl,,,,,,0,0.0
sanibel florida rental,Florida,state,FL,,,0,0.93
florida marijuana,Florida,state,FL,,,0,0.93
"orlando / kissimmee koa holiday ‪2644 happy camper pl, kissimmee, fl 34746, united states‬",Orlando,city,FL,28.53834,-81.37924,334854,0.95
orlando museum,Orlando,city,FL,28.53834,-81.37924,334854,0.95
botox  lake buena,,,,,,0,0.0
margaritaville hotel orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
"near vero beach, fl",Vero Beach,city,FL,27.63864,-80.39727,16358,0.95
pasadena hills fl,Pasadena,city,MD,39.119,-76.57108,24287,0.95
"st augustine, florida attrations",Florida,state,FL,,,0,0.93
orlando florida spas,Orlando,city,FL,28.53834,-81.37924,334854,0.95
uomo born in roma extradose,Roma,city,TX,26.40526,-99.01581,10223,0.95
orlando nails,Orlando,city,FL,28.53834,-81.37924,334854,0.95
