name,kind,state,lat,lon,population,variants
Miami Gardens,city,FL,25.94204,-80.2456,113187,Majami Gardens|Majami-Gardens|mai a mi hua yuan|maiaemigadeunseu|maiamigadenzu|mayami gardensa|myamy gardnz  flwryda|myamy ghardnz|Майами-Гарденс|Маямі-Ґарденс|Мајами Гарденс|ميامي غاردنز|میامی گاردنز، فلوریدا|میامی گارڈنز|میامی گارڈنز، فلوریڈا|मायामी गार्डेन्स|マイアミガーデンズ|迈阿密花园|마이애미가든스
Miami Lakes,city,FL,25.90871,-80.30866,30972,Majami Lejks|Majami-Lejks|mai a mi hu|mayami leksa|myamy lyks|myamy lyks  flwryda|Майами-Лейкс|Мајами Лејкс|ميامي ليكس|میامی لیکس، فلوریدا|मायामी लेक्स|迈阿密湖
Miami Shores,city,FL,25.86315,-80.19283,10831,Majami Shors|mai a mi hai an|mayami sorsa|myamy shwrz|myamy shwrz  flwryda|Мајами Шорс|ميامي شورز|میامی شورز، فلوریدا|मायामी शोर्स|迈阿密海岸
Miami Springs,city,FL,25.82232,-80.2895,14490,Country Club Estates|Majami Springs|Majami-Springs|mai a mi si pu lin si|mayami springas|myamy aspryngz  flwryda|myamy asprynqz  flwryda|myamy sbrnghz|myamy sbrnjz|Маями-Спрингс|Маямі-Спрінгс|Мајами Спрингс|ميامى سبرنجز|ميامي سبرنغز|میامی اسپرینقز، فلوریدا|میامی اسپرینگز، فلوریدا|میامی سپرنگس، فلوریڈا|मायामी स्प्रिङ्गस्|迈阿密斯普林斯
Middleburg,city,FL,30.06885,-81.86038,13008,Middlberg|Midlberg|Midlburg|midalabarga|Миддлберг|Мидлбург|Мідлберґ|मिडलबर्ग
Minneola,city,FL,28.57444,-81.74619,10735,Miniola|mine'ola|mineora|ming ni|mynywla|mynywla  flwryda|Миниола|Миннеола|Міннеола|מינאולה|مينيولا|مینیولا، فلوریدا|मिनेओला|ミネオラ|明尼
Miramar,city,FL,25.98731,-80.23227,137132,mi la ma er|mirama|miramara|myramar|myramar  flwryda|Мирамар|Мірамар|ميرامار|میرامار، فلوریدا|मिरामार|ミラマー|米拉馬爾
Mount Dora,city,FL,28.80249,-81.64452,13519,Maunt Dora|Maunt-Dora|Mt. Dora|ma'unta dora|mant dwra  flwryda|mwnt dwra|shan duo la|Маунт Дора|Маунт-Дора|مانت دورا، فلوریدا|مونت دورا|माउन्ट डोरा|マウント・ドラ|山多拉
Myrtle Grove,city,FL,30.42103,-87.30747,15870,Mertel-Grouv|Mertl Grouv|Mirtl-Grov|mirtala grobha|mo te er ge luo fu|mrtl grw|mrtl qrw  flwryda|Мертел-Гроув|Мертл Гроув|Миртл-Гров|مرتل قرو، فلوریدا|مرتل گرو|میرٹل گروو، فلورائڈا|मीर्टल ग्रोभ|默特爾格羅夫
Naples,city,FL,26.14234,-81.79596,21512,APF|Naples (Florida)|Neapol'|Neapolis|Nejpls|Nejplz|Nejpuls|na bu lei si|neipuruzu|nepalsa|nyblz|nyplz  flwryda|Неаполь|Нейплз|Нейплс|Нейпълс|Нејплс|نيبلز|نیپلز، فلوریدا|नेपल्स|ネイプルズ|那不勒斯
Naranja,city,FL,25.51816,-80.42283,13509,Naran'ja|na lan gu|naranja  flwryda|Наранья|نارانجا|نارانجا، فلوریدا|नरंजा|納蘭賈
Navarre,city,FL,30.40159,-86.86357,31378,Navar|Navarr|na wa er|nawar|nawar  flwryda|Навар|Наварр|ناوار|ناوار، فلوریدا|نوار، فلوریڈا|納瓦爾
New Port Richey,city,FL,28.24418,-82.71927,15842,N'ju-Pojnt-Richi|N'ju-Port-Richi|N'ju-Port-Rychy|Nju Port Richi|n'yu porta rici|nyupotoritchi|nyw bwrt rytshy|nyw pwrt rychy  flwryda|nyw pwrt ryz'y|xin li qi gang|Њу Порт Ричи|Нью-Пойнт-Ричи|Нью-Пойнт-Ричі|Нью-Порт-Ричи|Нью-Порт-Рычы|ניו פורט ריצ'י|نيو بورت ريتشى|نيو بورت ريتشي|نیو پورت ریچی، فلوریدا|न्यु पोर्ट रिची|ニューポートリッチー|新里奇港
New Smyrna Beach,city,FL,29.02582,-80.927,24298,Nea Smyrni|New Smyrna|Nju Smirna Bich|n'yu smirna bica|nyw asmyrna bych  flwryda|nyw smyrna bytsh|xin shi mai na hai tan|Νέα Σμύρνη|Њу Смирна Бич|نيو سميرنا بيتش|نیو اسمیرنا بیچ، فلوریدا|न्यु स्मीर्ना बीच|新士麦那海滩
Niceville,city,FL,30.51686,-86.48217,14714,Boggy|Najsvil|Valparaiso|na'isabhila|naysfyl|ni si wei er|Најсвил|نائیسویل، فلوریڈا|نايسفيل|نایس‌ویل، فلوریدا|नाइसभिल|尼斯维尔
Norland,city,FL,25.94898,-80.21227,23604,naralyanda|nwrlnd|nwrlnd  flwryda|Норланд|نارلینڈ، فلوریڈا|نورلند|نورلند، فلوریدا|नरल्यान्ड
North Andrews Gardens,city,FL,26.19147,-80.14421,10056,Nort Endruz Gardens|nartha endruj gardensa|nwrt andrwz gardnz|nwrt andrwz qardnz  flwryda|Норт Ендруз Гарденс|نورت اندروز قاردنز، فلوریدا|نورت اندروز گاردنز|नर्थ एन्ड्रुज् गार्डेन्स
North Fort Myers,city,FL,26.66729,-81.88009,39407,N Ft Myers|North Ft. Myers
North Lauderdale,city,FL,26.2173,-80.22588,43703,N Lauderdale|Nort Loderdejl|Nort-Loderdejl|bei lao de dai er|nartha laundaradeladela|nwrth lawdrdyl|nwrth lwdrlyl  flwryda|Норт Лодердејл|Норт-Лодердейл|نورث لاودرديل|نورث لودرلیل، فلوریدا|नर्थ लौन्डरडेलडेल|北劳德代尔
North Miami,city,FL,25.89009,-80.18671,62435,Nort Majami|Nort-Majami|bei mai a mi|nartha mayami|noseumaiaemi|nwrt myamy  flwryda|nwrth myamy|nwrth myamy  flwryda|Норт Мајами|Норт-Майами|Норт-Маями|Норт-Маямі|شمالی میامی، فلوریڈا|نورت میامی، فلوریدا|نورث ميامى|نورث ميامي|نورث میامی، فلوریدا|नर्थ मायामी|ノース・マイアミ|北迈阿密|노스마이애미
North Miami Beach,city,FL,25.93315,-80.16255,43971,Nort Majami Bich|Nort-Majami-Bich|Severnyj Majami-Bich|bei mai a mi hai tan|nartha mayami bica|nosumaiamibichi|nwrth myamy bych  flwryda|shmal myamy bytsh|Норт Мајами Бич|Норт-Маями-Бич|Норт-Маямі-Біч|Северный Майами-Бич|צפון מיאמי ביץ'|شمال ميامى بيتش|شمال ميامي بيتش|شمالی میامی بیچ، فلوریڈا|نورث میامی بیچ، فلوریدا|नर्थ मायामी बीच|ノースマイアミビーチ|北迈阿密海滩|北邁阿密海灘
North Palm Beach,city,FL,26.81756,-80.08199,12015,Nort Pam Bich|bei zong lu tan|nartha pama bica|nwrth balm bytsh|nwrth palm bych  flwryda|Норт Пам Бич|نورث بالم بيتش|نورث پالم بیچ، فلوریدا|नर्थ पाम बीच|北棕榈滩
North Port,city,FL,27.04422,-82.23593,62345,Nort Pojnt|Nort-Port|North Port Charlotte|bei gang|nartha porta|nosupoto|nwrth bwrt|nwrth pwrt  flwryda|Норт Појнт|Норт-Порт|نورث بورت|نورث پورت، فلوریدا|नर्थ पोर्ट|ノースポート|北港
Oak Ridge,city,FL,28.47112,-81.42452,22685,Ok-Ridzh|Ouk Ridz|Ouk-Ridzh|oka rija|xiang shu ling|Ок-Ридж|Оук Риџ|Оук-Ридж|اوک‌ریج|اوک‌ریج، فلوریدا|ओक रीज|橡樹嶺
Oakland Park,city,FL,26.17231,-80.13199,44319,Oklend-Park|Oukland Park|ao ke lan gong yuan|awkland bark|awklnd park  flwryda|okalyanda parka|Окленд-Парк|Оукланд Парк|أوكلاند بارك|اوکلند پارک، فلوریدا|ओकल्यान्ड पार्क|奥克兰公园
Ocala,city,FL,29.1872,-82.14009,58218,OCF|Ocola|Okala|ao ka la|awkala|awkala  flwryda|okaella|okala|okara|Окала|أوكالا|اوکالا، فلوریدا|ओकाला|オカラ|奥卡拉|오캘라
Ocoee,city,FL,28.56917,-81.54396,43608,Okoi|ao ke yi|awkwy|awkwyy  flwryda|oko'i|Окои|أوكوي|اوکوئی، فلوریدا|ओकोई|奥科伊
Ojus,city,FL,25.94843,-80.1506,18036,
Oldsmar,city,FL,28.03418,-82.6651,14170,Oldmars|Tampashores|ao de ma er|awldsmar|awldzmar  flwryda|oldsmara|Олдсмар|أولدسمار|اولدزمار، فلوریدا|ओल्ड्स्मार|奥德马尔
Olympia Heights,city,FL,25.72677,-80.35533,13488,Olympic Heights
Opa-locka,city,FL,25.90232,-80.25033,16565,Apalocka|OPF|Opa Locka|Opa-Lokka|Opa-loka|Opa-lokka|Opalocka|ao pa luo ka|awba lwka|awpa-lwka  flwryda|oparokka|opyaloka|Опа-Локка|Опа-лока|أوبا لوكا|اوبا لوكا|اوپا-لوکا، فلوریدا|ओप्यालोका|オパロッカ|奥帕洛卡
Orange City,city,FL,28.94888,-81.29867,11210,Orange City (Florida)
Orlando,city,FL,28.53834,-81.37924,334854,ORL|Orlandas|Orlanto|ao lan duo|aralyando|awrlandw|awrlndw  flwryda|ollaendo|oralamdo|orando|orlanto|Ορλάντο|Орландо|Օռլանդո|אורלנדו|أورلاندو|اورلندو، فلوریدا|اورلینڈو|اورلینڈو، فلوریڈا|अरल्यान्दो|ओरलँडो|ઓર્લાન્ડો|ஒர்லாண்டோ|ออร์แลนโด|ორლანდო|オーランド|奥兰多|올랜도
Ormond Beach,city,FL,29.28581,-81.05589,40970,New Britain|Ormond|Ormond Bich|ao meng de hai tan|armanda bica|awrmnd bych  flwryda|awrmwnd bytsh  flwryda|Ормонд Бич|اورمند بیچ، فلوریدا|اورموند بيتش، فلوريدا|अर्मंड बीच|奥蒙德海滩
Oviedo,city,FL,28.67,-81.20812,38551,Ov'edo|Ovido|ao wei ye duo|awfydw|obhi'edo|Овидо|Овьедо|أوفيدو|اوویه‌دو، فلوریدا|ओभिएडो|奥维耶多
Pace,city,FL,30.59936,-87.16108,20039,Pejs|pei si|peisu|pesa|pys|pys  flwryda|Пейс|Пејс|پیس|پیس، فلوریدا|पेस|ペイス|佩斯
Palatka,city,FL,29.64858,-81.63758,10390,Pilatka|balatka|pa la te ka|palatka  flwryda|Палатка|بالاتكا|پالاتکا، فلوریدا|पालाट्का|帕拉特卡
Palm Bay,city,FL,28.03446,-80.58866,119760,Palm Bej|Palm-Bej|balm bay|palm by  flwryda|pama be|pamubei|zong lu wan|Палм Беј|Палм-Бей|بالم باي|پالم بی، فلوریدا|पाम बे|パームベイ|棕榈湾
Palm Beach Gardens,city,FL,26.82339,-80.13865,52923,Palm Bich Gardens|Palm-Bich-Gardens|balm bytsh ghardnz|palm bych gardnz  flwryda|pama bica gardensa|zong lu tan hua yuan|Палм Бич Гарденс|Палм-Бич-Гарденс|Палм-Біч-Ґарденс|بالم بيتش غاردنز|پالم بیچ گاردنز، فلوریدا|پام بیچ گارڈنز، فلوریڈا|पाम बीच गार्डेन्स|棕櫚灘花園
Palm City,city,FL,27.16783,-80.26616,23120,
Palm Coast,city,FL,29.58497,-81.20784,82893,Palm Koust|Palm-Kost|balm kwst|palm kwst  flwryda|pama kosta|zong lu hai an|Палм Коуст|Палм-Кост|بالم كوست|پالم کوست، فلوریدا|پام کوسٹ، فلوریڈا|पाम कोस्ट|棕榈海岸
Palm Harbor,city,FL,28.07807,-82.76371,57439,Palm-Kharbor|Pam Kharbor|Southerland|Sutherland|pama harbara|Палм-Харбор|Пам Харбор|पाम हार्बर
Palm Springs,city,FL,26.6359,-80.09615,22341,balm sbrnghz|palm aspryngz  flwryda|pama springas|zong lu quan|Палм Спрингс|بالم سبرنغز|پالم اسپرینگز، فلوریدا|پام سپرنگز، فلوریڈا|पाम स्प्रिङ्गस्|棕榈泉
Palm Valley,city,FL,30.17746,-81.38758,20019,
Palmetto,city,FL,27.52143,-82.57232,13249,Palmeto|balmytw|pa er mei tuo|palmeto|palmtw  flwryda|parumetto|Палмето|Палметто|بالميتو|پالمتو، فلوریدا|पाल्मेटो|パルメット|帕尔梅托|帕爾梅托
Palmetto Bay,city,FL,25.62177,-80.32477,24439,Pameto Bej|balmytw bay|palmtw by  flwryda|zong lu wan|Памето Беј|بالميتو باي|پالمتو بی، فلوریدا|棕榈湾
Palmetto Estates,city,FL,25.62149,-80.362,13498,Palmetto-Estejts|Palmetto-Istejts|Pameto Estejts|palmeto estetsa|palmtw astyts|palmtw astyts  flwryda|zong lu zhuang yuan|Палметто-Естейтс|Палметто-Истейтс|Памето Естејтс|پالمتو استیتس|پالمتو استیتس، فلوریدا|पाल्मेटो एस्टेट्स|棕櫚莊園
Panama City,city,FL,30.15946,-85.65983,38286,ECP|PFN|Panama|Panama Siti|Panama-Siti|ba na ma cheng|bnma syty|paeneomasiti|panama siti|panama syty  flwryda|panamashiti|Панама|Панама Сити|Панама-Сити|Панама-Сіті|بنما سيتي|پاناما سٹی، فلوریڈا|پاناما سیتی، فلوریدا|पनामा सिटी|パナマシティ|巴拿马城|패너마시티
Panama City Beach,city,FL,30.17659,-85.80549,12624,Panama Siti Bich|Panama-Siti-Bich|Panamurba Plago|Panamurba Plaĝo|ba na ma shi hai tan|bnma syty bytsh|paeneomasitibichi|panama siti bica|panama syty bych  flwryda|Панама Сити Бич|Панама-Сити-Бич|Панама-Сіті-Біч|بنما سيتى بيتش|بنما سيتي بيتش|پاناما سٹی بیچ، فلوریڈا|پاناما سیتی بیچ، فلوریدا|पनामा सिटी बीच|巴拿馬市海灘|巴拿马市海滩|패너마시티비치
Parkland,city,FL,26.31008,-80.23727,30177,Parklend|barkland|pa ke lan|pakeullaendeu|pakurando|parkalyanda|parklnd  flwryda|prqlnd|Паркланд|Паркленд|Փարքլենդ|פרקלנד|باركلاند|پارکلند، فلوریدا|پارکلینڈ، فلوریڈا|पार्कल्यान्ड|パークランド|帕克兰|帕克蘭|파클랜드
Pembroke Pines,city,FL,26.00315,-80.22394,166611,Pembrok-Pajns|Pembrouk Pajns|Pembruk Pajns|bymbrwk baynz|pembeulokeupainjeu|pembroka pa'insa|penburokupainzu|peng bu luo ke pai en si|pmbrwk paynz  flwryda|pmbrwk payynz|Пемброк-Пайнс|Пемброук Пайнс|Пембрук Пајнс|بيمبروك باينز|پمبروک پائینز|پمبروک پاینز، فلوریدا|پیمبروک پائنز، فلوریڈا|पेम्ब्रोक पाइन्स|ペンブロークパインズ|彭布羅克派恩斯|펨브로크파인즈
Pensacola,city,FL,30.42131,-87.21691,53724,PNS|Pansacolas|Panzacola|Pencocolos|Pensacola i Florida|Pensacolas|Pensakola|Pensicola|bynsakwla|peng sa ge la|peng sa ke la|pensakola|pensakora|penseokolla|pnsakwla  flwryda|Пенсакола|بينساكولا|پنساکولا، فلوریدا|पेन्साकोला|ペンサコーラ|彭萨科拉|彭薩哥拉|펜서콜라
Pine Castle,city,FL,28.47195,-81.36785,10805,Pajn Kasl|Pajn-Kasl|pa'ina kyasala|pai en cheng bao|paynksl|paynksl  flwryda|Пайн-Касл|Пајн Касл|پاینکسل|پاینکسل، فلوریدا|पाइन क्यासल|派恩城堡
Pine Hills,city,FL,28.55778,-81.4534,60076,
Pinecrest,city,FL,25.66705,-80.30811,19452,Pajnkrest|baynkryst|pa'inakresta|pai en ke lei si te|Пајнкрест|باينكريست|پاین‌کرست، فلوریدا|पाइनक्रेस्ट|派恩克雷斯特
Pinellas Park,city,FL,27.8428,-82.69954,51617,Pinelas Park|Pinellas City|Pinellas-Park|bynylas bark|pa'inallasa parka|paynlas park  flwryda|pi nei la si gong yuan|Пинелас Парк|Пінеллас-Парк|بينيلاس بارك|پاینلاس پارک، فلوریدا|पाइनlलस पार्क|皮内拉斯公园
Pinewood,city,FL,25.86898,-80.21699,16520,Pajnvud|pa'inavuda|pai en wu de|paynwwd|paynwwd  flwryda|Пайнвуд|Пајнвуд|پاینوود|پاینوود، فلوریدا|पाइनवूड|派恩伍德
Plant City,city,FL,28.01888,-82.11469,37406,Plant Siti|blant syty|planta siti|plnt syty  flwryda|pu lan te cheng|Плант Сити|بلانت سيتي|پلنت سیتی، فلوریدا|प्लान्ट सिटी|普兰特城
Plantation,city,FL,26.13421,-80.23184,92560,Plantacija|Plantejshn|Plantejshon|blantyshn|plantesana|plntyshn  flwryda|zhong zhi yuan|Плантация|Плантейшн|Плантејшон|بلانتيشن|پلانٹیشن، فلوریڈا|پلنتیشن، فلوریدا|प्लान्टेसन|种植园
Poinciana,city,FL,28.14029,-81.45841,53193,
Pompano Beach,city,FL,26.23786,-80.12477,107762,PPM|Pompano|Pompano Bich|Pompano Bits|Pompano Bycas|Pompano Byčas|Pompano-Bich|Pompanobica|Pompanobīča|bwmbanw syty|pampan bic|pampano bica|pang pa nuo bi qi|pompano bic|pompano bica|pompano pic|pompanobichi|ponpanobichi|pwmpanw bych  flwryda|pwmpnw byz'|pxm pa no bich|Πομπάνο Μπιτς|Помпано Бич|Помпано-Бич|Помпано-Біч|פומפנו ביץ'|بومبانو سيتى|بومبانو سيتي|پومپانو بیچ، فلوریدا|پومپانو بیچ، فلوریڈا|पाम्पानो बीच|पोम्पानो बीच|পম্পানো বিচ|પોમ્પાનો બીચ|போம்பனோ பீச்|పాంపాన్ బీచ్|ಪೊಂಪಾನೊ ಬೀಚ್|පැම්පානෝ බීච්|ปอมปาโน บีช|ポンパノビーチ|庞帕诺比奇|龐帕諾比奇|폼파노비치
Ponte Vedra Beach,city,FL,30.23969,-81.38564,35400,Mineral City|Ponte-Vedra-Bich|bwnth fyrda bytsh|panth wdra bych|panth wdra bych  flwryda|peng te wei de la hai an|peng te wei de la hai tan|pontebedora|pwnth wdrh byz'|Понте-Ведра-Бич|פונטה ודרה ביץ'|بونته فيردا بيتش|پانته ودرا بیچ|پانته ودرا بیچ، فلوریدا|ポンテベドラ|蓬特韋德拉海岸|蓬特韋德拉海灘|蓬特韦德拉海滩
Port Charlotte,city,FL,26.97617,-82.09064,54392,Port Sharlot|Port-Sharlott|porta sarlota|Порт Шарлот|Порт-Шарлотт|पोर्ट शार्लोट
